created_at,updated_at,extras,id,name,parent_id,jurisdiction_id,classification,sources,links,other_names
2021-11-22 11:16:29.710538+00:00,2024-10-09 23:58:50.124236+00:00,{},ocd-organization/08e48756-cf76-4abb-a758-014182ad3ccc,"Labor, Industrial and Rehabilitative Services",ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=6', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=6', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=6', 'note': ''}]","[{'name': 'House Committee on Labor, Industrial and Rehabilitative Services', 'end_date': '', 'start_date': ''}, {'name': 'House Labor, Industrial and Rehabilitative Services', 'end_date': '', 'start_date': ''}, {'name': 'House Labor, Industrial and Rehabilitative Services Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:29.146713+00:00,2024-10-09 23:58:50.201249+00:00,{},ocd-organization/2826e812-71ed-43e6-9d2a-6006f246a5cb,Education,ocd-organization/3b857974-4029-4508-94d4-ce3b86c64602,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/house/committees/standingcommittees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/house/committees/committeedetails.aspx?id=1', 'note': ''}]","[{'name': 'House Committee on Education', 'end_date': '', 'start_date': ''}, {'name': 'House Education', 'end_date': '', 'start_date': ''}, {'name': 'House Education Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.729134+00:00,2024-10-09 23:58:50.304548+00:00,{},ocd-organization/fca3606e-fa9a-43a1-84d5-aae704cf83d8,Health and Human Services,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=46', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=46', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=46', 'note': ''}]","[{'name': 'Senate Committee on Health and Human Services', 'end_date': '', 'start_date': ''}, {'name': 'Senate Health and Human Services', 'end_date': '', 'start_date': ''}, {'name': 'Senate Health and Human Services Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.858772+00:00,2024-10-09 23:58:50.380812+00:00,{},ocd-organization/3ffaaa6e-cfcd-4898-add3-801b84201f94,Executive Departments and Administration,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=31', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=31', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=31', 'note': ''}]","[{'name': 'Senate Committee on Executive Departments and Administration', 'end_date': '', 'start_date': ''}, {'name': 'Senate Executive Departments and Administration', 'end_date': '', 'start_date': ''}, {'name': 'Senate Executive Departments and Administration Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.791075+00:00,2024-10-09 23:58:50.455666+00:00,{},ocd-organization/f19039a0-0332-43e3-ac6a-3ebe0f5e83e6,Capital Budget,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=30', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=30', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=30', 'note': ''}]","[{'name': 'Senate Capital Budget', 'end_date': '', 'start_date': ''}, {'name': 'Senate Capital Budget Committee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Committee on Capital Budget', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.530858+00:00,2024-10-09 23:58:50.529932+00:00,{},ocd-organization/e31f279a-d38d-4145-9043-d65e250763ee,Energy and Natural Resources,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=41', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=41', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=41', 'note': ''}]","[{'name': 'Senate Committee on Energy and Natural Resources', 'end_date': '', 'start_date': ''}, {'name': 'Senate Energy and Natural Resources', 'end_date': '', 'start_date': ''}, {'name': 'Senate Energy and Natural Resources Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.458654+00:00,2024-10-09 23:58:50.604993+00:00,{},ocd-organization/16f4c37a-2724-46b4-ba0c-f104c274021b,Judiciary,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=33', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=33', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=33', 'note': ''}]","[{'name': 'Senate Committee on Judiciary', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary', 'end_date': '', 'start_date': ''}, {'name': 'Senate Judiciary Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.600762+00:00,2024-10-09 23:58:50.679278+00:00,{},ocd-organization/32afda9c-cbea-4e5d-83b3-bbaf8b887680,Education,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=45', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=45', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=45', 'note': ''}]","[{'name': 'Senate Committee on Education', 'end_date': '', 'start_date': ''}, {'name': 'Senate Education', 'end_date': '', 'start_date': ''}, {'name': 'Senate Education Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.662606+00:00,2024-10-09 23:58:50.753227+00:00,{},ocd-organization/7ea7aebb-3f3f-49ec-99ba-423cd633ae5a,Election Law and Municipal Affairs,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=1421', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=1421', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=1421', 'note': ''}]","[{'name': 'Senate Committee on Election Law and Municipal Affairs', 'end_date': '', 'start_date': ''}, {'name': 'Senate Election Law and Municipal Affairs', 'end_date': '', 'start_date': ''}, {'name': 'Senate Election Law and Municipal Affairs Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.318923+00:00,2024-10-09 23:58:50.828427+00:00,{},ocd-organization/e10c1db5-45c1-4285-81f1-c171e143ad1f,Ways and Means,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=35', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=35', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=35', 'note': ''}]","[{'name': 'Senate Committee on Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'Senate Ways and Means', 'end_date': '', 'start_date': ''}, {'name': 'Senate Ways and Means Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.192154+00:00,2024-10-09 23:58:50.902464+00:00,{},ocd-organization/5632f087-fbb4-4e3d-82fd-6d0b700fdc9e,Transportation,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=34', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=34', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=34', 'note': ''}]","[{'name': 'Senate Committee on Transportation', 'end_date': '', 'start_date': ''}, {'name': 'Senate Transportation', 'end_date': '', 'start_date': ''}, {'name': 'Senate Transportation Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.386757+00:00,2024-10-09 23:58:50.977582+00:00,{},ocd-organization/45bbb859-270e-4483-9c65-bf3cd7606d98,Commerce,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=40', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=40', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=40', 'note': ''}]","[{'name': 'Senate Commerce', 'end_date': '', 'start_date': ''}, {'name': 'Senate Commerce Committee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Committee on Commerce', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.922805+00:00,2024-10-09 23:58:51.052524+00:00,{},ocd-organization/428ec19e-5b0e-466b-ba1a-e7a8cb992099,Finance,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=32', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=32', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=32', 'note': ''}]","[{'name': 'Senate Committee on Finance', 'end_date': '', 'start_date': ''}, {'name': 'Senate Finance', 'end_date': '', 'start_date': ''}, {'name': 'Senate Finance Committee', 'end_date': '', 'start_date': ''}]"
2021-11-22 11:16:30.254748+00:00,2024-10-09 23:58:51.128593+00:00,{},ocd-organization/ef14ca7a-36b0-4105-8c5e-43762197effc,Rules and Enrolled Bills,ocd-organization/c95932a0-2ac1-4f14-a0c4-ade8568daac6,ocd-jurisdiction/country:us/state:nh/government,committee,"[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=1328', 'note': 'Committee details page'}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/senate_committees.aspx', 'note': 'Committees list page'}]","[{'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=1328', 'note': ''}, {'url': 'https://www.gencourt.state.nh.us/Senate/committees/committee_details.aspx?cc=1328', 'note': ''}]","[{'name': 'Senate Committee on Rules and Enrolled Bills', 'end_date': '', 'start_date': ''}, {'name': 'Senate Rules and Enrolled Bills', 'end_date': '', 'start_date': ''}, {'name': 'Senate Rules and Enrolled Bills Committee', 'end_date': '', 'start_date': ''}]"
